epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.7884,1.35919,3.34104,0.00895,0.59646,0.38702,0.46202,0.27693,1.322,3.49764,0.01463,0.000661333,0.000661333,0.000661333
2,134.26,1.51235,2.56656,0.01133,0.50906,0.39183,0.38572,0.20119,1.6379,2.36596,0.02103,0.00132796,0.00132796,0.00132796
3,184.001,1.63585,2.239,0.01257,0.54418,0.39904,0.42048,0.20343,1.73173,1.97333,0.02174,0.00199445,0.00199445,0.00199445
4,234.056,1.71541,2.09831,0.01323,0.4704,0.40865,0.39574,0.2038,1.75782,2.03752,0.02146,0.00199951,0.00199951,0.00199951
5,283.944,1.69053,1.99788,0.01325,0.59704,0.3726,0.43558,0.21814,1.76123,2.1275,0.0215,0.00199913,0.00199913,0.00199913
6,333.031,1.73228,1.967,0.01347,0.61056,0.42788,0.46431,0.23289,1.77919,1.88676,0.02224,0.00199864,0.00199864,0.00199864
7,381.362,1.68244,1.87125,0.01354,0.58339,0.46274,0.50509,0.26249,1.66693,1.70221,0.02029,0.00199805,0.00199805,0.00199805
8,429.694,1.67681,1.84645,0.01306,0.58179,0.49519,0.52917,0.28505,1.69032,1.74236,0.02011,0.00199734,0.00199734,0.00199734
9,481.479,1.66321,1.78203,0.01295,0.5434,0.48197,0.49955,0.26427,1.63846,1.71142,0.01888,0.00199653,0.00199653,0.00199653
10,531.657,1.68431,1.80495,0.01288,0.54526,0.47356,0.49575,0.26933,1.68841,1.87399,0.02121,0.00199561,0.00199561,0.00199561
11,580.68,1.65549,1.78484,0.01266,0.60852,0.46755,0.50333,0.26051,1.72033,1.76488,0.0198,0.00199458,0.00199458,0.00199458
12,630.374,1.64523,1.7286,0.01263,0.57135,0.47957,0.5267,0.2877,1.67206,1.72048,0.01916,0.00199344,0.00199344,0.00199344
13,680.285,1.6502,1.71797,0.01253,0.56377,0.52503,0.54098,0.30152,1.63092,1.67618,0.01892,0.00199219,0.00199219,0.00199219
14,729.474,1.62826,1.71191,0.01254,0.60288,0.47624,0.50405,0.26854,1.66361,1.77387,0.01935,0.00199084,0.00199084,0.00199084
15,778.089,1.64315,1.69436,0.01238,0.60916,0.5024,0.55568,0.28438,1.72509,1.62835,0.02088,0.00198938,0.00198938,0.00198938
16,827.703,1.6251,1.67899,0.01259,0.66568,0.49639,0.55203,0.31095,1.69858,1.66664,0.02025,0.00198781,0.00198781,0.00198781
17,878.571,1.63493,1.62685,0.01216,0.65354,0.5012,0.5645,0.31118,1.5781,1.55133,0.0176,0.00198614,0.00198614,0.00198614
18,929.227,1.61085,1.62676,0.01217,0.66436,0.48438,0.55779,0.31062,1.64844,1.62359,0.02016,0.00198435,0.00198435,0.00198435
19,979.802,1.61415,1.61521,0.01205,0.62528,0.51744,0.5521,0.31049,1.6653,1.70177,0.02027,0.00198246,0.00198246,0.00198246
20,1029.38,1.59515,1.60648,0.01192,0.71333,0.48798,0.58884,0.33915,1.55419,1.50032,0.01793,0.00198047,0.00198047,0.00198047
21,1080.16,1.60514,1.57962,0.01221,0.70739,0.51683,0.59819,0.33689,1.62254,1.43847,0.01857,0.00197837,0.00197837,0.00197837
22,1129.18,1.60136,1.56789,0.01171,0.63891,0.53245,0.57738,0.32634,1.59907,1.52024,0.01762,0.00197616,0.00197616,0.00197616
23,1179.29,1.61209,1.56897,0.0119,0.66104,0.52284,0.58824,0.32806,1.6438,1.49835,0.01966,0.00197384,0.00197384,0.00197384
24,1227.62,1.61982,1.55411,0.0118,0.68518,0.51322,0.59236,0.33144,1.68293,1.47322,0.01963,0.00197142,0.00197142,0.00197142
25,1275.97,1.60489,1.54409,0.01166,0.66928,0.51803,0.59497,0.34187,1.62026,1.48385,0.01917,0.0019689,0.0019689,0.0019689
26,1324.39,1.59217,1.54195,0.01175,0.69244,0.51923,0.60219,0.34291,1.60208,1.51273,0.01872,0.00196627,0.00196627,0.00196627
27,1377.64,1.58025,1.49842,0.0117,0.70943,0.52163,0.60614,0.36048,1.61216,1.39401,0.01836,0.00196353,0.00196353,0.00196353
28,1428.26,1.56138,1.48965,0.01149,0.65538,0.51683,0.57487,0.33192,1.63026,1.4954,0.0191,0.00196069,0.00196069,0.00196069
29,1477.38,1.56967,1.50781,0.01139,0.71404,0.4988,0.59311,0.34191,1.5972,1.49523,0.01812,0.00195775,0.00195775,0.00195775
30,1526.33,1.57926,1.49823,0.01158,0.69793,0.52885,0.60568,0.34987,1.57652,1.48209,0.01798,0.0019547,0.0019547,0.0019547
31,1577.29,1.58001,1.49866,0.0117,0.66144,0.54244,0.58816,0.34478,1.58224,1.48207,0.01837,0.00195155,0.00195155,0.00195155
32,1626.15,1.56219,1.50484,0.0114,0.66791,0.55048,0.6172,0.34962,1.6393,1.43119,0.01973,0.00194829,0.00194829,0.00194829
33,1674.32,1.55494,1.46014,0.01137,0.66627,0.5613,0.60047,0.34721,1.57177,1.49273,0.01807,0.00194493,0.00194493,0.00194493
34,1722.44,1.55298,1.45715,0.0113,0.71187,0.52561,0.62098,0.36113,1.54157,1.36046,0.01721,0.00194147,0.00194147,0.00194147
35,1772.3,1.55299,1.45636,0.01145,0.67818,0.5547,0.61495,0.3655,1.56186,1.38905,0.01688,0.00193791,0.00193791,0.00193791
36,1822.86,1.53219,1.43516,0.0111,0.69873,0.52524,0.61011,0.3587,1.54298,1.44593,0.01802,0.00193424,0.00193424,0.00193424
37,1873.01,1.53113,1.44771,0.0111,0.66254,0.52524,0.58189,0.32824,1.63531,1.58491,0.01905,0.00193048,0.00193048,0.00193048
38,1923.13,1.5428,1.44789,0.01117,0.67035,0.54993,0.60879,0.34726,1.61337,1.44054,0.0184,0.00192661,0.00192661,0.00192661
39,1972.59,1.55679,1.44623,0.01111,0.68834,0.51234,0.58527,0.33421,1.59294,1.51448,0.01849,0.00192264,0.00192264,0.00192264
40,2021.09,1.52246,1.41732,0.01119,0.65688,0.55529,0.61237,0.35487,1.55224,1.4246,0.0171,0.00191858,0.00191858,0.00191858
41,2069.89,1.53621,1.43404,0.01091,0.63722,0.55409,0.60466,0.35735,1.51438,1.43537,0.01639,0.00191441,0.00191441,0.00191441
42,2118.74,1.51517,1.39894,0.01101,0.64495,0.56851,0.60147,0.34913,1.58241,1.47179,0.0172,0.00191014,0.00191014,0.00191014
43,2168.89,1.50845,1.39922,0.01115,0.63645,0.56602,0.60172,0.34776,1.60861,1.40325,0.01811,0.00190578,0.00190578,0.00190578
44,2218.07,1.52663,1.36234,0.01101,0.68796,0.5625,0.61933,0.37044,1.53416,1.37215,0.01765,0.00190132,0.00190132,0.00190132
45,2268.19,1.50525,1.36346,0.01094,0.74785,0.52764,0.63403,0.36847,1.60513,1.44465,0.0185,0.00189675,0.00189675,0.00189675
46,2318.39,1.51158,1.38588,0.01099,0.68748,0.54994,0.61521,0.35824,1.56546,1.37627,0.01715,0.0018921,0.0018921,0.0018921
47,2367.92,1.51715,1.35324,0.01083,0.64913,0.58413,0.62289,0.35981,1.60358,1.37957,0.01848,0.00188734,0.00188734,0.00188734
48,2417.13,1.49989,1.3611,0.01079,0.72572,0.54699,0.64003,0.37918,1.51112,1.31852,0.01722,0.00188249,0.00188249,0.00188249
49,2466.33,1.49056,1.3528,0.01078,0.72882,0.50841,0.60815,0.3621,1.50072,1.48383,0.01631,0.00187754,0.00187754,0.00187754
50,2516.36,1.49557,1.36063,0.01072,0.65084,0.57355,0.6168,0.35562,1.59608,1.41136,0.01759,0.0018725,0.0018725,0.0018725
51,2565.12,1.4877,1.33232,0.01048,0.69628,0.57572,0.64031,0.36854,1.57198,1.34443,0.01698,0.00186737,0.00186737,0.00186737
52,2613.8,1.48057,1.34561,0.01083,0.71222,0.55168,0.63785,0.3771,1.56772,1.29825,0.01775,0.00186213,0.00186213,0.00186213
53,2662.77,1.49642,1.32106,0.0106,0.70381,0.54928,0.62146,0.36816,1.52976,1.44486,0.01656,0.00185681,0.00185681,0.00185681
54,2713.49,1.50211,1.33661,0.01054,0.70672,0.54162,0.61622,0.36453,1.55778,1.39982,0.01686,0.00185139,0.00185139,0.00185139
55,2762.5,1.47703,1.3072,0.01039,0.68894,0.52442,0.60912,0.35688,1.57364,1.44675,0.0184,0.00184588,0.00184588,0.00184588
56,2811.26,1.49267,1.33188,0.01074,0.67695,0.5625,0.62506,0.36596,1.54561,1.33338,0.01685,0.00184028,0.00184028,0.00184028
57,2859.64,1.47249,1.31582,0.01057,0.68641,0.54688,0.60886,0.36689,1.51694,1.40996,0.01677,0.00183459,0.00183459,0.00183459
58,2909.3,1.45108,1.30581,0.01039,0.64871,0.58152,0.62695,0.3697,1.58327,1.41032,0.01815,0.00182881,0.00182881,0.00182881
