epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,79.6709,1.31159,3.48028,0.0088,0.77928,0.13579,0.2749,0.17272,1.32532,4.61438,0.01495,0.000656085,0.000656085,0.000656085
2,123.796,1.49526,2.6218,0.01087,0.56921,0.42721,0.48321,0.27212,1.48293,2.40196,0.01943,0.00132272,0.00132272,0.00132272
3,166.43,1.57253,2.23678,0.01179,0.55831,0.31298,0.35167,0.17074,1.76803,2.38604,0.02253,0.0019892,0.0019892,0.0019892
4,209.116,1.65816,2.0596,0.01293,0.41437,0.32812,0.28309,0.12406,1.80493,2.56533,0.0252,0.00199951,0.00199951,0.00199951
5,251.474,1.69703,1.97406,0.01314,0.53037,0.39635,0.41642,0.20308,1.74564,2.35154,0.02302,0.00199913,0.00199913,0.00199913
6,293.531,1.68436,1.89555,0.01308,0.4892,0.42428,0.40599,0.20478,1.80783,1.9628,0.02449,0.00199864,0.00199864,0.00199864
7,335.938,1.64649,1.8093,0.01326,0.56407,0.4363,0.4615,0.23701,1.74992,1.93292,0.02287,0.00199805,0.00199805,0.00199805
8,378.427,1.64459,1.77093,0.01275,0.50837,0.39663,0.42193,0.22835,1.74709,2.17774,0.02315,0.00199734,0.00199734,0.00199734
9,420.569,1.63954,1.75705,0.01296,0.58288,0.44173,0.47966,0.25328,1.64978,1.79426,0.02037,0.00199653,0.00199653,0.00199653
10,463.033,1.6384,1.7434,0.01261,0.63526,0.4976,0.55943,0.31023,1.57288,1.68131,0.01916,0.00199561,0.00199561,0.00199561
11,507.205,1.62483,1.6884,0.01227,0.57683,0.43149,0.4659,0.25449,1.71406,1.87341,0.02263,0.00199458,0.00199458,0.00199458
12,549.952,1.62282,1.69967,0.01248,0.61473,0.48077,0.52546,0.27511,1.70209,1.72301,0.02113,0.00199344,0.00199344,0.00199344
13,593.146,1.61322,1.63898,0.01244,0.59017,0.47771,0.51811,0.28214,1.67499,1.79453,0.02322,0.00199219,0.00199219,0.00199219
14,636.606,1.59805,1.6436,0.01255,0.6201,0.47356,0.50607,0.28282,1.67254,1.66868,0.02115,0.00199084,0.00199084,0.00199084
15,681.523,1.60296,1.62275,0.01226,0.60059,0.46449,0.49591,0.25569,1.80171,1.8824,0.0252,0.00198938,0.00198938,0.00198938
16,724.897,1.59755,1.61086,0.01207,0.55103,0.44231,0.47373,0.26089,1.80654,1.84426,0.02481,0.00198781,0.00198781,0.00198781
17,768.739,1.60608,1.59907,0.01192,0.62787,0.53966,0.5646,0.32613,1.60726,1.54018,0.02005,0.00198614,0.00198614,0.00198614
18,814.581,1.59777,1.58953,0.01192,0.64968,0.51044,0.57005,0.31039,1.61329,1.56005,0.01995,0.00198435,0.00198435,0.00198435
19,858.448,1.59049,1.53253,0.01193,0.70554,0.45312,0.53235,0.2975,1.65808,1.63822,0.02066,0.00198246,0.00198246,0.00198246
20,904.625,1.5648,1.55295,0.01183,0.58836,0.5012,0.53871,0.29748,1.59666,1.75548,0.01955,0.00198047,0.00198047,0.00198047
21,948.335,1.56292,1.5587,0.0122,0.66126,0.51562,0.58077,0.32118,1.55863,1.63158,0.01845,0.00197837,0.00197837,0.00197837
22,990.726,1.56416,1.51808,0.01187,0.51492,0.4399,0.44494,0.25246,1.58625,1.89705,0.01989,0.00197616,0.00197616,0.00197616
23,1034.18,1.57418,1.51627,0.01146,0.59585,0.50361,0.55677,0.30268,1.63728,1.54004,0.02058,0.00197384,0.00197384,0.00197384
24,1078.96,1.57029,1.48968,0.01149,0.64759,0.5,0.57288,0.32659,1.62514,1.5281,0.02045,0.00197142,0.00197142,0.00197142
25,1123.03,1.55046,1.48617,0.01142,0.6153,0.51923,0.57307,0.32068,1.57829,1.55693,0.01959,0.0019689,0.0019689,0.0019689
26,1166.98,1.5611,1.51302,0.01181,0.59002,0.50855,0.53173,0.30494,1.59945,1.67542,0.02041,0.00196627,0.00196627,0.00196627
27,1210.45,1.55343,1.4519,0.01144,0.63945,0.51562,0.57426,0.31172,1.58418,1.66291,0.01872,0.00196353,0.00196353,0.00196353
28,1253.17,1.53701,1.45882,0.01139,0.67059,0.50648,0.58656,0.32651,1.67007,1.47743,0.02223,0.00196069,0.00196069,0.00196069
29,1296.66,1.53022,1.41938,0.01154,0.68949,0.49159,0.55034,0.30434,1.77953,1.72639,0.0248,0.00195775,0.00195775,0.00195775
30,1339.91,1.52293,1.45134,0.01131,0.66071,0.50557,0.58612,0.33606,1.63191,1.46896,0.01968,0.0019547,0.0019547,0.0019547
31,1382.6,1.52719,1.44598,0.0115,0.66827,0.54808,0.61386,0.35113,1.55187,1.38874,0.01826,0.00195155,0.00195155,0.00195155
32,1426.87,1.54098,1.41959,0.01133,0.65377,0.52764,0.60048,0.34456,1.49999,1.49358,0.01697,0.00194829,0.00194829,0.00194829
33,1470.23,1.52181,1.38956,0.01135,0.6257,0.50431,0.55564,0.32253,1.53543,1.55269,0.01887,0.00194493,0.00194493,0.00194493
34,1514.15,1.52359,1.39174,0.011,0.63195,0.53606,0.59042,0.33598,1.55456,1.5033,0.01901,0.00194147,0.00194147,0.00194147
35,1558.23,1.51144,1.39984,0.01132,0.66432,0.52644,0.60495,0.35071,1.56171,1.34423,0.01806,0.00193791,0.00193791,0.00193791
36,1600.8,1.51086,1.40883,0.01082,0.6346,0.51683,0.57755,0.32862,1.55857,1.54256,0.01951,0.00193424,0.00193424,0.00193424
37,1645.21,1.49696,1.36944,0.01116,0.6614,0.52644,0.59274,0.3367,1.64964,1.59466,0.02037,0.00193048,0.00193048,0.00193048
38,1688.49,1.52223,1.40458,0.01089,0.70411,0.48909,0.56562,0.33111,1.53932,1.58991,0.01786,0.00192661,0.00192661,0.00192661
39,1732.28,1.49866,1.37792,0.01091,0.67717,0.53365,0.59312,0.34739,1.54736,1.42284,0.01737,0.00192264,0.00192264,0.00192264
40,1775.43,1.49058,1.35606,0.01057,0.71199,0.52591,0.60866,0.3514,1.51634,1.54378,0.0187,0.00191858,0.00191858,0.00191858
41,1819.25,1.48989,1.3573,0.01103,0.66634,0.53726,0.61098,0.34827,1.53539,1.48609,0.01759,0.00191441,0.00191441,0.00191441
42,1862.97,1.49542,1.35851,0.01097,0.66084,0.52927,0.59335,0.34513,1.5799,1.40788,0.01868,0.00191014,0.00191014,0.00191014
43,1905.2,1.4885,1.34045,0.01086,0.6968,0.49639,0.57679,0.32956,1.52288,1.59436,0.018,0.00190578,0.00190578,0.00190578
44,1948.31,1.47611,1.31552,0.01064,0.67992,0.53617,0.6122,0.35286,1.51587,1.38135,0.01714,0.00190132,0.00190132,0.00190132
45,1992.98,1.50034,1.33038,0.01088,0.6871,0.52644,0.60502,0.34297,1.55757,1.46413,0.01832,0.00189675,0.00189675,0.00189675
46,2036.34,1.46269,1.3257,0.01065,0.67382,0.52163,0.58816,0.33257,1.60377,1.47765,0.0198,0.0018921,0.0018921,0.0018921
47,2079.83,1.48341,1.31874,0.01069,0.71564,0.55769,0.64138,0.37546,1.49902,1.35351,0.01701,0.00188734,0.00188734,0.00188734
48,2123.61,1.48149,1.32708,0.01064,0.68419,0.52043,0.61123,0.35665,1.525,1.47478,0.01789,0.00188249,0.00188249,0.00188249
49,2165.4,1.47749,1.31448,0.01081,0.71726,0.5336,0.61473,0.34695,1.61753,1.48502,0.02091,0.00187754,0.00187754,0.00187754
50,2208.61,1.45626,1.28087,0.01062,0.70689,0.54567,0.62198,0.35544,1.52336,1.46504,0.01766,0.0018725,0.0018725,0.0018725
51,2251.86,1.47304,1.30804,0.01029,0.65867,0.54327,0.60691,0.35551,1.50318,1.44489,0.01715,0.00186737,0.00186737,0.00186737
52,2294.23,1.46031,1.27666,0.01022,0.69788,0.52043,0.60627,0.34244,1.61008,1.52136,0.02036,0.00186213,0.00186213,0.00186213
